ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMEPO23N000001705","장소","문화시설","10311719","영양산촌생활박물관",,,"100103","기타전시/박물관","4776031036100200000","경상북도","영양군","입암면","연당리","20","4776031036","4776031000","477603018071","영양로","963","129.0840829","36.61529401","마바416475","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001706","장소","문화시설","10311774","용인문예회관",,,"100203","공연/연극/문화센터","4146110100103460000","경기도","용인시 처인구","김량장동",,"346","4146110100","4146151000","414614409785","중부대로1392번길","15","127.1988698","37.2317165","다사732148","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001707","장소","문화시설","10311781","장안문화예술촌",,,"100203","공연/연극/문화센터","4574035027101290000","전라북도","장수군","계남면","궁양리","129","4574035027","4574035000","457403276031","장안산로","315-5","127.592704","35.67703881","라마083423","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001708","장소","문화시설","10311982","나주목문화관",,,"100103","기타전시/박물관","4617011000100130002","전라남도","나주시","금계동",,"13-2","4617011000","4617054000","461704652060","금성관길","15","126.7156801","35.03231529","다라284710","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001709","장소","문화시설","10312278","이천아트홀",,,"100204","대형예술센터","4150010300104900000","경기도","이천시","중리동",,"490","4150010300","4150052000","415003207020","부악로","40","127.4343248","37.27134108","다사941191","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001710","장소","문화시설","10313605","지사면문화회관",,,"100203","공연/연극/문화센터","4575041026103000001","전라북도","임실군","지사면","방계리","300-1","4575041026","4575041000","457503276058","충효로","2385","127.3529389","35.56124962","다마866294","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001711","장소","문화시설","10313671","충무갤러리",,,"100105","미술관","1114016300101310000","서울특별시","중구","흥인동",,"131","1114016300","1114061500","111403101011","퇴계로","387","127.0148424","37.56602764","다사571519","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001712","장소","문화시설","10313716","하남문화예술회관",,,"100203","공연/연극/문화센터","4145010800106940000","경기도","하남시","덕풍동",,"694","4145010800","4145056000","414503202049","신평로","125","127.2068407","37.54476589","다사741495","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001713","장소","문화시설","10313736","해양수산과학관",,,"100101","대형전시/박물관","4613025029112710003","전라남도","여수시","돌산읍","평사리","1271-3","4613025029","4613025000","461303282017","돌산로","2876","127.7759838","34.6836294","라라252321","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001714","장소","문화시설","10313854","석박물관",,,"100103","기타전시/박물관","4159035021105080012","경기도","화성시","서신면","전곡리","508-12","4159035021","4159035000","415903210026","당성로","102","126.6918216","37.18353688","다사282097","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001715","장소","문화시설","10315295","구로아트밸리",,,"100203","공연/연극/문화센터","1153010200101010000","서울특별시","구로구","구로동",,"101","1153010200","1153056000","115304148016","가마산로25길","9-24","126.8889686","37.49666793","다사459443","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001716","장소","문화시설","10319161","하멜전시관",,,"100103","기타전시/박물관","4681038024101090000","전라남도","강진군","병영면","성동리","109","4681038024","4681038000","468103293020","병영성로","180","126.8186339","34.71928746","다라376363","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001717","장소","문화시설","10589529","롯데시네마","강동점",,"100209","롯데시네마","1174010800100440001","서울특별시","강동구","성내동",,"44-1","1174010800","1174065000","117404172415","천호옛길","85","127.1253315","37.5366453","다사668486","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001718","장소","문화시설","10589954","판소리박물관",,,"100103","기타전시/박물관","4579025021102410001","전라북도","고창군","고창읍","읍내리","241-1","4579025021","4579025000","457903279015","동리로","100","126.7026275","35.43231397","다마276154","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001719","장소","문화시설","10590309","EXCO","서관",,"100107","컨벤션센터","2723011100116760000","대구광역시","북구","산격동",,"1676","2723011100","2723062000","272303351535","엑스코로","10","128.6128469","35.90714981","마마004684","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001720","장소","문화시설","10590361","SETEC",,,"100107","컨벤션센터","1168010600105140000","서울특별시","강남구","대치동",,"514","1168010600","1168061000","116802000003","남부순환로","3104","127.0717949","37.49573879","다사621441","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001721","장소","문화시설","10590509","김대중컨벤션센터",,,"100107","컨벤션센터","2914012000111590002","광주광역시","서구","치평동",,"1159-2","2914012000","2914074500","291403160016","상무누리로","30","126.8404598","35.14690808","다라399837","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001722","장소","문화시설","10590518","DCC대전컨벤션센터",,,"100107","컨벤션센터","3020012700100040019","대전광역시","유성구","도룡동",,"4-19","3020012700","3020055000","302003167043","엑스포로","107","127.3918028","36.37520596","다바902197","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001723","장소","문화시설","10591237","운강이강년기념관",,,"100102","대형기념관/묘역","4728025331100960000","경상북도","문경시","가은읍","완장리","96","4728025331","4728025300","472803000183","대야로","1683","127.9961232","36.67187737","라바443527","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001724","장소","문화시설","10591364","올림픽기념관",,,"100103","기타전시/박물관","4127310100106040000","경기도","안산시 단원구","고잔동",,"604","4127310100","4127352500","412733191070","적금로","202","126.8273488","37.32611941","다사404254","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001725","장소","문화시설","10592681","양산동굴공룡박물관",,,"100103","기타전시/박물관","4833031025200320004","경상남도","양산시","동면","내송리","산32-4","4833031025","4833031000",,,,"129.0697104","35.32527133","마마426044","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001726","장소","문화시설","10592764","CGV","창원더시티점",,"100208","CGV","4812313700101210000","경상남도","창원시 성산구","대원동",,"121","4812313700","4812352000","481234781648","원이대로","320","128.653086","35.2405455","마라049945","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001727","장소","문화시설","10593107","계양평화문화회관",,,"100203","공연/연극/문화센터","2824510300101740002","인천광역시","계양구","작전동",,"174-2","2824510300","2824562100","282453155039","효서로","308","126.7306562","37.52787417","다사320478","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001728","장소","문화시설","10593614","전쟁기념관",,,"100101","대형전시/박물관","1117010600100080000","서울특별시","용산구","용산동1가",,"8","1117010600","1117053000","111703102009","이태원로","29","126.9770303","37.53705142","다사537487","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001729","장소","문화시설","10594747","한과문화박물관",,,"100101","대형전시/박물관","4165039023105200000","경기도","포천시","영북면","산정리","520","4165039023","4165039000","416504439257","산정호수로322번길","26-9","127.3036798","38.06838686","다아827076","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001730","장소","문화시설","10598495","강원국악예술회관",,,"100204","대형예술센터","5111012500102000000","강원특별자치도","춘천시","삼천동",,"200","5111012500","5111067500","511104454444","스포츠타운길","383-6","127.7014508","37.87222911","라사177858","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001731","장소","문화시설","10598522","야외무대",,,"100203","공연/연극/문화센터","4817010400104780005","경상남도","진주시","칠암동",,"478-5","4817010400","4817051500","481703332003","강남로","110","128.0937857","35.18654526","라라540880","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001732","장소","문화시설","10598587","유니버설아트센터",,,"100204","대형예술센터","1121510200100250000","서울특별시","광진구","능동",,"25","1121510200","1121578000","112152000008","천호대로","664","127.0879551","37.55079274","다사636502","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001733","장소","문화시설","10598689","구미시문화예술회관",,,"100204","대형예술센터","4719011000100750000","경상북도","구미시","송정동",,"75","4719011000","4719051000","471902308004","송정대로","89","128.3491161","36.11828454","라마764915","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001734","장소","문화시설","10598859","원주종합운동장따뚜공연장",,,"100203","공연/연극/문화센터","5113010600103450000","강원특별자치도","원주시","명륜동",,"345","5113010600","5113054100","511303219013","단구로","170","127.9461608","37.33644268","라사395264","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001735","장소","문화시설","10598872","의정부예술의전당",,,"100204","대형예술센터","4115010100103230000","경기도","의정부시","의정부동",,"323","4115010100","4115052000","411503181037","의정로","1","127.0341118","37.73325534","다사589705","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001736","장소","문화시설","10598886","정선문화예술회관",,,"100204","대형예술센터","5177025021102530001","강원특별자치도","정선군","정선읍","봉양리","253-1","5177025021","5177025000","517704487143","봉양3길","17","128.6602853","37.38023487","마사027318","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001737","장소","문화시설","10598937","춘천문화예술회관",,,"100204","대형예술센터","5111011200200400012","강원특별자치도","춘천시","효자동",,"산40-12","5111011200","5111062000","511104454799","효자상길5번길","13","127.7293287","37.87262552","라사201858","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001738","장소","문화시설","10599088","진안역사박물관",,,"100103","기타전시/박물관","4572025023108130000","전라북도","진안군","진안읍","단양리","813","4572025023","4572025000","457204622058","내사양길","7","127.4167573","35.77244904","다마924528","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001739","장소","문화시설","10600227","당항포관광지공룡엑스포주제관",,,"100103","기타전시/박물관","4882040023109500001","경상남도","고성군","회화면","당항리","950-1","4882040022","4882040000","488203342010","당항만로","1116","128.4002315","35.05556686","라라820737","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001740","장소","문화시설","10600498","메가박스","영통점",,"100212","메가박스","4111710500109600001","경기도","수원시 영통구","영통동",,"960-1","4111710500","4111758500","411173177007","봉영로","1579","127.0718954","37.25299459","다사620172","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001741","장소","문화시설","10601158","종로구기록전시관",,,"100103","기타전시/박물관","1111018700100461903","서울특별시","종로구","무악동",,"46-1903","1111018700","1111057000","111104100483","통일로18나길","19","126.9614613","37.57739607","다사524532","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001742","장소","문화시설","10605597","청와대사랑채",,,"100103","기타전시/박물관","1111010400101500000","서울특별시","종로구","효자동",,"150","1111010400","1111051500","111104100557","효자로13길","45","126.9732988","37.58264041","다사534538","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001743","장소","문화시설","10605609","한국현대문학관",,,"100103","기타전시/박물관","1114014400101860210","서울특별시","중구","장충동2가",,"186-210","1114014400","1114058000","111403005001","동호로","268","127.0041495","37.56030193","다사562513","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001744","장소","문화시설","10605618","가스과학관",,,"100101","대형전시/박물관","2818510600103640000","인천광역시","연수구","송도동",,"364","2818510600","2818582000","281852152008","인천신항대로","960","126.6131544","37.3517925","다사214284","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001745","장소","문화시설","10605633","운림산방소치기념관",,,"100103","기타전시/박물관","4690033021100610000","전라남도","진도군","의신면","사천리","61","4690033021","4690033000","469003301026","운림산방로","315","126.3089043","34.46580712","나라906086","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001746","장소","문화시설","10605642","오지호기념관",,,"100103","기타전시/박물관","4679040021104320000","전라남도","화순군","동복면","독상리","432","4679040021","4679040000","467904673108","독상1길","10","127.1309362","35.06803719","다라663748","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001747","장소","문화시설","10605643","통영향토역사관",,,"100103","기타전시/박물관","4822010700103720002","경상남도","통영시","태평동",,"372-2","4822010700","4822055000","482203333018","세병로","32","128.423839","34.8470939","라라844506","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001748","장소","문화시설","10605657","구미유비쿼터스체험관",,,"100103","기타전시/박물관","4719012600100010000","경상북도","구미시","거의동",,"1","4719012700","4719069000","471903308076","대학로","61","128.394838","36.14766489","라마805948","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001749","장소","문화시설","10606731","청량산박물관",,,"100103","기타전시/박물관","4792037028117260006","경상북도","봉화군","명호면","관창리","1726-6","4792037028","4792037000","479204772037","광석길","39","128.8938497","36.78812042","마바243664","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001750","장소","문화시설","10606792","구미자동차극장",,,"100207","자동차전용극장","4719025331104910078","경상북도","구미시","고아읍","원호리","491-78","4719025331","4719025300",,,,"128.3237414","36.16395843","라마740966","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001751","장소","문화시설","10606872","부안예술회관",,,"100204","대형예술센터","4580025022104550051","전라북도","부안군","부안읍","서외리","455-51","4580025022","4580025000","458004640451","예술회관길","11","126.7255058","35.72431351","다마299478","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001752","장소","문화시설","10607133","김천예술회관",,,"100203","공연/연극/문화센터","4715011000105000001","경상북도","김천시","삼락동",,"500-1","4715011000","4715057500","471504718695","운동장길","3","128.0886663","36.1382939","라마529936","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001753","장소","문화시설","10608437","효자정재수기념관",,,"100103","기타전시/박물관","4725041026100630000","경상북도","상주시","화서면","사산리","63","4725041026","4725041000","472503311081","효자로","201","127.9228816","36.41641969","라바379244","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001754","장소","문화시설","10614691","디자인스토어렉슨",,,"100103","기타전시/박물관","4148032022116520003","경기도","파주시","탄현면","법흥리","1652-3","4148032022","4148032000","414804418865","헤이리마을길","59-128","126.6953426","37.79193166","다사291772","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001755","장소","문화시설","10614692","집에안갈래",,,"100103","기타전시/박물관","4148032022116520023","경기도","파주시","탄현면","법흥리","1652-23","4148032022","4148032000","414804418865","헤이리마을길","93-75","126.6962001","37.79163648","다사292771","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001756","장소","문화시설","10614694","화폐박물관",,,"100103","기타전시/박물관","4148032022116520053","경기도","파주시","탄현면","법흥리","1652-53","4148032022","4148032000","414804418865","헤이리마을길","93-89","126.6973186","37.79080058","다사293770","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001757","장소","문화시설","10614696","갤러리최영선",,,"100106","소형갤러리","4148032022116520096","경기도","파주시","탄현면","법흥리","1652-96","4148032022","4148032000","414804418865","헤이리마을길","93-48","126.6970306","37.79041151","다사293770","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001758","장소","문화시설","10614698","박천스튜디오",,,"100103","기타전시/박물관","4148032022116520084","경기도","파주시","탄현면","법흥리","1652-84","4148032022","4148032000","414804418865","헤이리마을길","93-137","126.6987987","37.79105607","다사294771","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001759","장소","문화시설","10614699","안상규스튜디오",,,"100103","기타전시/박물관","4148032022116520067","경기도","파주시","탄현면","법흥리","1652-67","4148032022","4148032000","414804418865","헤이리마을길","93-136","126.6987319","37.791306","다사294771","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001760","장소","문화시설","10614700","어린이토이박물관",,,"100103","기타전시/박물관","4148032022116520075","경기도","파주시","탄현면","법흥리","1652-75","4148032022","4148032000","414804418865","헤이리마을길","93-127","126.6990619","37.79153871","다사294771","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001761","장소","문화시설","10614703","갤러리소소",,,"100106","소형갤러리","4148032022116520569","경기도","파주시","탄현면","법흥리","1652-569","4148032022","4148032000","414804418865","헤이리마을길","92","126.6998554","37.79080819","다사295770","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001762","장소","문화시설","10614704","BBU스튜디오",,,"100103","기타전시/박물관","4148032022116520536","경기도","파주시","탄현면","법흥리","1652-536","4148032022","4148032000","414804418865","헤이리마을길","82-125","126.7028632","37.7876076","다사298767","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001763","장소","문화시설","10614706","예맥아트홀",,,"100103","기타전시/박물관","4148032022116520506","경기도","파주시","탄현면","법흥리","1652-506","4148032022","4148032000","414804418865","헤이리마을길","82-146","126.7021403","37.78834574","다사297768","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001764","장소","문화시설","10614708","이현모강병선주택",,,"100103","기타전시/박물관","4148032022116520476","경기도","파주시","탄현면","법흥리","1652-476","4148032022","4148032000",,,,"126.70157","37.7877125","다사296767","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001765","장소","문화시설","10614710","리오갤러리",,,"100106","소형갤러리","4148032022116520486","경기도","파주시","탄현면","법흥리","1652-486","4148032022","4148032000","414804418865","헤이리마을길","76-102","126.7019553","37.78673783","다사297766","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001766","장소","문화시설","10614711","안스하우스",,,"100103","기타전시/박물관","4148032022116520487","경기도","파주시","탄현면","법흥리","1652-487","4148032022","4148032000","414804418865","헤이리마을길","76-101","126.7021231","37.78657952","다사297766","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001767","장소","문화시설","10614713","퍼스펙티브",,,"100103","기타전시/박물관","4148032022116520451","경기도","파주시","탄현면","법흥리","1652-451","4148032022","4148032000","414804418865","헤이리마을길","48-72","126.7001853","37.7869133","다사295766","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001768","장소","문화시설","10614715","너와집",,,"100103","기타전시/박물관","4148032022116520436","경기도","파주시","탄현면","법흥리","1652-436","4148032022","4148032000","414804418865","헤이리마을길","48-105","126.6996588","37.78603402","다사295765","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001769","장소","문화시설","10614716","워니랑와니랑",,,"100103","기타전시/박물관","4148032022116520432","경기도","파주시","탄현면","법흥리","1652-432","4148032022","4148032000","414804418865","헤이리마을길","48-130","126.6994986","37.78635641","다사295765","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001770","장소","문화시설","10614717","세라핌",,,"100103","기타전시/박물관","4148032022116520431","경기도","파주시","탄현면","법흥리","1652-431","4148032022","4148032000","414804418865","헤이리마을길","48-126","126.6997485","37.78637739","다사295766","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001771","장소","문화시설","10614718","회영원",,,"100103","기타전시/박물관","4148032022116520420","경기도","파주시","탄현면","법흥리","1652-420","4148032022","4148032000","414804418865","헤이리마을길","48-64","126.6996188","37.78734631","다사295767","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001772","장소","문화시설","10614721","씽크씽크아트뮤지엄",,,"100103","기타전시/박물관","4148032022116520242","경기도","파주시","탄현면","법흥리","1652-242","4148032022","4148032000","414804418865","헤이리마을길","66","126.6987376","37.78880926","다사294768","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001773","장소","문화시설","10614722","세계민속악기박물관",,,"100103","기타전시/박물관","4148032022116520213","경기도","파주시","탄현면","법흥리","1652-213","4148032022","4148032000","414804418865","헤이리마을길","63-26","126.6993786","37.78949969","다사295769","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001774","장소","문화시설","10614723","매거진하우스",,,"100103","기타전시/박물관","4148032022116520189","경기도","파주시","탄현면","법흥리","1652-189","4148032022","4148032000","414804418865","헤이리마을길","59","126.6979003","37.78870442","다사293768","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001775","장소","문화시설","10614725","써니",,,"100103","기타전시/박물관","4148032022116520191","경기도","파주시","탄현면","법흥리","1652-191","4148032022","4148032000","414804418865","헤이리마을길","55-8","126.697595","37.78844691","다사293768","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001776","장소","문화시설","10614726","엔토코갤러리",,,"100106","소형갤러리","4148032022116520174","경기도","파주시","탄현면","법흥리","1652-174","4148032022","4148032000","414804418865","헤이리마을길","59-29","126.6964183","37.78898859","다사292768","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001777","장소","문화시설","10614728","가슴",,,"100103","기타전시/박물관","4148032022116520168","경기도","파주시","탄현면","법흥리","1652-168","4148032022","4148032000","414804418865","헤이리마을길","55-49","126.695312","37.78889894","다사291768","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001778","장소","문화시설","10614729","여우",,,"100103","기타전시/박물관","4148032022116520300","경기도","파주시","탄현면","법흥리","1652-300","4148032022","4148032000","414804418865","헤이리마을길","18-10","126.6950373","37.78780027","다사291767","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001779","장소","문화시설","10614731","김영준주택",,,"100103","기타전시/박물관","4148032022116520308","경기도","파주시","탄현면","법흥리","1652-308","4148032022","4148032000","414804418865","헤이리마을길","18-49","126.695396","37.78709844","다사291766","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001780","장소","문화시설","10614732","K갤러리",,,"100106","소형갤러리","4148032022116520311","경기도","파주시","탄현면","법흥리","1652-311","4148032022","4148032000","414804418865","헤이리마을길","18-41","126.695806","37.78692287","다사291766","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001781","장소","문화시설","10614733","루프하우스",,,"100103","기타전시/박물관","4148032022116520307","경기도","파주시","탄현면","법흥리","1652-307","4148032022","4148032000","414804418865","헤이리마을길","18-55","126.6952052","37.7872281","다사291766","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001782","장소","문화시설","10614734","모자이크",,,"100103","기타전시/박물관","4148032022116520337","경기도","파주시","탄현면","법흥리","1652-337","4148032022","4148032000","414804418865","헤이리마을길","18-28","126.6963514","37.78715751","다사292766","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001783","장소","문화시설","10614735","해비타트",,,"100103","기타전시/박물관","4148032022116520319","경기도","파주시","탄현면","법흥리","1652-319","4148032022","4148032000",,,,"126.6965536","37.78731012","다사292767","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001784","장소","문화시설","10614737","개울옆에서",,,"100103","기타전시/박물관","4148032022116520254","경기도","파주시","탄현면","법흥리","1652-254","4148032022","4148032000","414804418865","헤이리마을길","37-31","126.6977973","37.7878537","다사293767","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001785","장소","문화시설","10614738","한립토이박물관",,,"100103","기타전시/박물관","4148032022116520277","경기도","파주시","탄현면","법흥리","1652-277","4148032022","4148032000","414804418865","헤이리마을길","21-6","126.6965632","37.78808639","다사292767","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001786","장소","문화시설","10614739","공사진스튜디오",,,"100103","기타전시/박물관","4148032022116520277","경기도","파주시","탄현면","법흥리","1652-277","4148032022","4148032000","414804418865","헤이리마을길","21-6","126.6965632","37.78808639","다사292767","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001787","장소","문화시설","10614740","그래집",,,"100103","기타전시/박물관","4148032022116520387","경기도","파주시","탄현면","법흥리","1652-387","4148032022","4148032000","414804418865","헤이리마을길","38-31","126.698625","37.78608359","다사294765","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001788","장소","문화시설","10614743","빈우방",,,"100103","기타전시/박물관","4148032022116520369","경기도","파주시","탄현면","법흥리","1652-369","4148032022","4148032000",,,,"126.697906","37.78692673","다사293766","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001789","장소","문화시설","10614756","더스텝",,,"100103","기타전시/박물관","4148032022116520038","경기도","파주시","탄현면","법흥리","1652-38","4148032022","4148032000",,,,"126.6967826","37.79160926","다사292771","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001790","장소","문화시설","10614762","과학전시관",,,"100101","대형전시/박물관","4113510300102060000","경기도","성남시 분당구","정자동",,"206","4113510300","4113557000","411353180030","불정로","90","127.1149197","37.35878209","다사658289","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001791","장소","문화시설","10614763","강원특별자치도산림박물관",,,"100101","대형전시/박물관","5111011900102180005","강원특별자치도","춘천시","사농동",,"218-5","5111011900","5111070500","511104454772","화목원길","24","127.7275386","37.9232355","라사199915","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001792","장소","문화시설","10614771","강원특별자치도립화목원반비식물원",,,"100103","기타전시/박물관","5111011900102180005","강원특별자치도","춘천시","사농동",,"218-5","5111011900","5111070500","511104454772","화목원길","24","127.7244678","37.92333657","라사197915","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001793","장소","문화시설","10614781","거창박물관",,,"100101","대형전시/박물관","4888025025102160005","경상남도","거창군","거창읍","김천리","216-5","4888025025","4888025000","488803346035","수남로","2181","127.9107087","35.67413201","라마371420","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001794","장소","문화시설","10614783","일산호수공원고양꽃전시관",,,"100101","대형전시/박물관","4128510400109060000","경기도","고양시 일산동구","장항동",,"906","4128510400","4128559000","412853192096","호수로","595","126.7688058","37.65384359","다사355618","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001795","장소","문화시설","10614789","국립김해박물관",,,"100101","대형전시/박물관","4825010600102320000","경상남도","김해시","구산동",,"232","4825010600","4825055000","482504805052","가야의길","190","128.8734282","35.24285836","마라249950","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000001796","장소","문화시설","10614825","국립진주박물관",,,"100101","대형전시/박물관","4817010700101690017","경상남도","진주시","남성동",,"169-17","4817010700","4817055500","481703332011","남강로","626-35","128.0768484","35.18903268","라라525883","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
