ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
"KCDMEPO23N000000103","장소","문화시설","346962","주로텍스타갤러리",,,"100106","소형갤러리","1168010400100220011","서울특별시","강남구","청담동",,"22-11","1168010400","1168056500","116804166288","도산대로58길","12","127.0413501","37.52256241","다사594471","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000104","장소","문화시설","346969","남양주아트센터",,,"100203","공연/연극/문화센터","4136010300104200005","경기도","남양주시","금곡동",,"420-5","4136010300","4136053000","413603197072","금곡로","55","127.209244","37.63451862","다사743594","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000105","장소","문화시설","346975","가평미술관",,,"100105","미술관","4182032522105240000","경기도","가평군","청평면","상천리","524","4182032522","4182032500","418204853138","초옥길","127","127.4549475","37.78712563","다사960763","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000106","장소","문화시설","346983","진갤러리아",,,"100106","소형갤러리","4511111700100650005","전라북도","전주시 완산구","고사동",,"65-5","4511111700","4511151000","451114598336","전주객사5길","22","127.1457011","35.8191006","다마679581","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000107","장소","문화시설","346985","수영사적공원수영민속예술관",,,"100103","기타전시/박물관","2650010200103360001","부산광역시","수영구","수영동",,"336-1","2650010200","2650073000",,,,"129.1134473","35.17097661","마라469873","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000108","장소","문화시설","346990","우암갤러리",,,"100106","소형갤러리","4311110300100800005","충청북도","청주시 상당구","북문로2가",,"80-5","4311110300","4311152500","431114508270","사직대로361번길","30","127.4876506","36.6382681","다바988489","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000109","장소","문화시설","346993","녹색갤러리",,,"100106","소형갤러리","1144012000104050006","서울특별시","마포구","서교동",,"405-6","1144012000","1144066000","114404139096","독막로7길","64","126.9205555","37.55049714","다사488502","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000110","장소","문화시설","347010","민물고기연구원민물고기전시관",,,"100102","대형기념관/묘역","4793033023102280000","경상북도","울진군","근남면","행곡리","228","4793033023","4793033000","479303018127","불영계곡로","3532","129.3809873","36.96655582","마바674870","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000111","장소","문화시설","347024","인재갤러리",,,"100106","소형갤러리","2911010700100710001","광주광역시","동구","장동",,"71-1","2911010700","2911052500","291104277173","제봉로110번길","17","126.9236036","35.14917692","다라474839","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000112","장소","문화시설","347046","우당기념관",,,"100103","기타전시/박물관","1111010200100060022","서울특별시","종로구","신교동",,"6-22","1111010200","1111051500","111104100521","필운대로10길","17","126.967729","37.58390778","다사530539","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000113","장소","문화시설","347049","유갤러리",,,"100106","소형갤러리","1111012800100740000","서울특별시","종로구","관훈동",,"74","1111012800","1111061500","111104100259","인사동길","52","126.9842885","37.57467977","다사544529","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000114","장소","문화시설","347050","우봉미술전시관",,,"100105","미술관","2720010300118250001","대구광역시","남구","대명동",,"1825-1","2720010300","2720057100","272004232318","중앙대로51길","75","128.5863928","35.85589933","라마980626","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000115","장소","문화시설","347051","경주민속공예촌동악미술관",,,"100105","미술관","4713013300102710001","경상북도","경주시","하동",,"271-1","4713013300","4713065000","471304716246","하동공예촌길","25-15","129.3103365","35.80732536","마마635582","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000116","장소","문화시설","347064","전갤러리",,,"100106","소형갤러리","1168010400100840025","서울특별시","강남구","청담동",,"84-25","1168010400","1168056500","116804166285","도산대로55길","43","127.0408695","37.52648576","다사594475","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000117","장소","문화시설","347067","삼성박물관",,,"100103","기타전시/박물관","1171010200100070026","서울특별시","송파구","신천동",,"7-26","1171010200","1171071000","117104169553","올림픽로35다길","32","127.1020441","37.51501803","다사648462","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000118","장소","문화시설","347071","연세대학교신촌캠퍼스백주년기념관",,,"100103","기타전시/박물관","1141011400101340000","서울특별시","서대문구","신촌동",,"134","1141011400","1141058500","114103112008","연세로","50","126.9379871","37.56212611","다사503515","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000119","장소","문화시설","347073","고희장군전시관",,,"100103","기타전시/박물관","4580040021108110001","전라북도","부안군","하서면","청호리","811-1","4580040021","4580040000","458004640321","석불산길","156-6","126.6404165","35.72756847","다마222482","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000120","장소","문화시설","347076","원불교중앙총부반백년기념관",,,"100103","기타전시/박물관","4514012000103440002","전라북도","익산시","신용동",,"344-2","4514012000","4514065600","451402269001","익산대로","501","126.9524958","35.97166317","다마506751","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000121","장소","문화시설","347081","가람고미술관",,,"100105","미술관","1147010200104060141","서울특별시","양천구","목동",,"406-141","1147010200","1147051000","114703114003","목동서로","242-1","126.8694187","37.52585648","다사442475","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000122","장소","문화시설","347084","창원시립마산문신미술관",,,"100105","미술관","4812515500100510001","경상남도","창원시 마산합포구","추산동",,"51-1","4812515500","4812563000","481254787200","문신길","147","128.5689976","35.20633614","라라973906","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000123","장소","문화시설","347087","경주민속공예촌신라미술관",,,"100105","미술관","4713013300102010037","경상북도","경주시","하동",,"201-37","4713013300","4713065000","471304716246","하동공예촌길","51","129.31224","35.80537598","마마637580","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000124","장소","문화시설","347099","가톨릭갤러리",,,"100106","소형갤러리","2911013300100030005","광주광역시","동구","금남로3가",,"3-5","2911013300","2911052500","291103009019","금남로","221","126.9167352","35.14957182","다라468839","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000125","장소","문화시설","347105","백민미술관",,,"100104","대형미술관","4678036024201220001","전라남도","보성군","문덕면","죽산리","산122-1","4678036024","4678036000","467804670390","죽산길","168-14","127.1600732","34.96692952","다라689636","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000126","장소","문화시설","347111","홍예미술관",,,"100105","미술관","4167038021102850001","경기도","여주시","산북면","상품리","285-1","4167038021","4167038000","416703214030","상품로","19","127.43641","37.3987013","다사943332","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000127","장소","문화시설","347134","민속전시관",,,"100103","기타전시/박물관","5173035023107260001","강원특별자치도","횡성군","청일면","춘당리","726-1","5173035023","5173035000","517303226103","청정로","1440","128.1478315","37.62737388","라사571588","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000128","장소","문화시설","347141","LG사이언스홀","부산",,"100103","기타전시/박물관","2623010600103530005","부산광역시","부산진구","연지동",,"353-5","2623010600","2623054000","262303129024","새싹로","165","129.0496022","35.17084772","마라411872","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000129","장소","문화시설","347145","국립산림과학원산림종합전시관",,,"100103","기타전시/박물관","1123010700102070000","서울특별시","동대문구","청량리동",,"207","1123010700","1123070500","112303105020","회기로","57","127.0444414","37.59214294","다사597548","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000130","장소","문화시설","347148","한마당갤러리",,,"100106","소형갤러리","1111012500100400000","서울특별시","종로구","중학동",,"40","1111012500","1111061500","111104100312","종로1길","58","126.9794152","37.57525966","다사540530","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000131","장소","문화시설","347152","박향란갤러리",,,"100106","소형갤러리","1147010100111830008","서울특별시","양천구","신정동",,"1183-8","1147010100","1147064000","114703005068","중앙로","261","126.8527997","37.51964254","다사428469","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
"KCDMEPO23N000000132","장소","문화시설","347159","전통민속회관",,,"100103","기타전시/박물관","5115013200106440000","강원특별자치도","강릉시","지변동",,"644","5115013200","5115066500","511504460897","죽헌길44번길","27","128.8774057","37.77507318","마사213759","20240105","KT","KC_491_WNTY_PRKLT_2023","20231220"
